,log2FoldChange,pvalue,padj,significant,mean_log2_expression
SLX1A,-1.604691318978512,7.669353338911665e-06,0.00019324455378431248,True,5.115769381280439
PALM,1.4309141246287655,7.749470527191447e-06,0.00019417794590781935,True,4.103782575079359
SAMD1,-1.2088706902949595,7.924592222718438e-06,0.000198044184262533,True,4.538837968603539
SPRY1,1.0023218366126834,7.933114365154315e-06,0.000198044184262533,True,5.211765962361638
MIF,-2.5369350142492806,8.085995965403306e-06,0.0002011495058207524,True,7.072990295840806
NACC1,-1.4309950143934795,8.224170248600807e-06,0.00020405214565339695,True,5.021819073714469
SPTLC3,1.250168361056546,8.305543491893679e-06,0.00020581889049801642,True,3.439468157434417
DPP6,1.8784247016904074,8.32632803341918e-06,0.0002060817082696879,True,1.3613619625393256
TRIM9,1.3503114247361752,8.592422233784554e-06,0.00021181498212523062,True,1.8911844373504452
KM-PA-2,-2.033737329473384,8.693143800898919e-06,0.0002138534500522473,True,3.326428750746296
UBE2S,-1.34505253751181,8.780888404848137e-06,0.00021419020077657273,True,4.664770129359009
ZNF469,-1.2920404078225536,8.755868557536501e-06,0.00021419020077657273,True,3.3407184860117565
POC1A,-1.019526132528728,8.772737983395847e-06,0.00021419020077657273,True,1.9188746268130161
MMP14,-1.4484683932278353,8.780229182442371e-06,0.00021419020077657273,True,6.410657213428293
FXYD1,1.9489851814445536,9.05318643260432e-06,0.0002197731564922147,True,3.5383062193729966
DNASE2,-1.202127113012316,9.067768969159371e-06,0.00021986353359233608,True,4.051290176050196
HIST1H2BD,-2.253126050143422,9.148935790471452e-06,0.00022080793553525533,True,5.746794842710122
FAM83H,-1.611015738057477,9.143565707863451e-06,0.00022080793553525533,True,4.745295375290137
LRRC4B,1.0062359317677072,9.49106266208094e-06,0.00022794312533391543,True,1.6906440279476327
CHTF18,-1.3796315029388628,9.568536862649626e-06,0.00022953151341374923,True,4.476693232324548
BDKRB2,1.1990014566913343,9.588720504103603e-06,0.00022974347375867639,True,2.32710551724282
USP2,1.215204186046497,9.673631554887218e-06,0.00023123063100383305,True,2.131654027548479
TMEM26,1.1033658025161204,9.704843174280908e-06,0.00023170313078595668,True,1.523178460785805
OCIAD2,-1.0894470343990519,9.732474817062937e-06,0.0002320891462264502,True,3.5947075495838443
PPP1R14A,1.5363270719212045,9.903002087128769e-06,0.00023532415523005757,True,3.35450028495346
PRAME,-1.9509309021502186,9.983303205378396e-06,0.00023695422824864128,True,1.5943160446522346
HAL,1.8704464772372105,1.0072269579855603e-05,0.00023878591324795847,True,1.6957719989537263
ASXL3,1.0438198689793499,1.019857823377671e-05,0.00024149756131116172,True,0.8798940613746615
ATP6V0B,-1.5164007228042804,1.0211530258344076e-05,0.0002415217775822829,True,5.580651250052631
TPPP3,1.5205403729081914,1.0250653004676479e-05,0.0002421642015550525,True,3.6555681779144726
ZNF536,1.2640595537596688,1.0403062069065464e-05,0.0002451925432483113,True,0.7706660576092451
ADAM33,2.0512241438598044,1.048162754633682e-05,0.0002467570131431805,True,3.9421494857446135
BGN,-2.1649467922565035,1.0593644992685433e-05,0.00024906188844909367,True,6.4562782024609175
PRR7,-1.239717203969178,1.0673107303112641e-05,0.00025010153988289183,True,2.5757143181818813
SPINT2,-2.035167921337319,1.0716147420427166e-05,0.00025053016244107204,True,6.764537023731689
MKI67,-1.4341381746993513,1.0706580924078763e-05,0.00025053016244107204,True,2.7200774100297083
MROH6,-1.257193264561172,1.0775112531153742e-05,0.0002513282584167496,True,3.3636797659054176
AP1S1,-1.3906284789476078,1.0889860486587714e-05,0.0002537124458129515,True,3.792487075731094
CBS,-1.7014931088440797,1.1132079021520247e-05,0.00025846338517167305,True,4.237067913372607
LBX2,-1.3056304503420786,1.12369892860363e-05,0.00026060032655795065,True,2.835333239088266
DCTPP1,-1.4546027646184494,1.1266207239817416e-05,0.0002609789837269375,True,3.782143246462525
PTTG1,-1.61165254927716,1.1378940385404707e-05,0.0002626887423522277,True,2.9893629830568047
PDXK,-1.1843220186735266,1.1413144798440655e-05,0.00026317827971438445,True,6.229537389348044
TP53AIP1,1.3551169501181812,1.168092694004947e-05,0.00026874096230482,True,1.4203944192239357
NPLOC4,-1.03169634367163,1.1753446007590256e-05,0.0002700878937087714,True,6.032254415676861
LRRC8D,-1.0755823825282813,1.176615243757465e-05,0.0002700878937087714,True,3.4255676156856203
CDCA4,-1.234993214390936,1.1914287871010729e-05,0.0002731785642542279,True,2.9752045655685313
CENPF,-1.3252070414460984,1.2094726231967319e-05,0.0002766890703869043,True,2.5557342190291004
GATM,1.1992494762188795,1.2216484621333888e-05,0.00027853034644541205,True,3.0000212466788096
PELI2,1.190854976015276,1.2303573360620738e-05,0.0002802003894928318,True,2.160245044754354
HIST1H2BG,-1.79647510715545,1.2526387346802345e-05,0.0002846343863337377,True,5.264151743440063
TTC28,1.0705118683942065,1.2639579750603107e-05,0.00028688445250079654,True,4.0563214110747605
CDO1,1.1843515105785694,1.2856847950040547e-05,0.0002914890745761712,True,1.9122065696084554
HMCN2,1.2053657920353649,1.2922762384786087e-05,0.0002926557575418111,True,4.718536921250436
CPEB1,1.4194087006633915,1.295456799426573e-05,0.00029304824984570274,True,1.731190024682434
COLGALT1,-1.4892678077611023,1.3209672745358324e-05,0.00029815276967951466,True,5.513191952807029
MCM5,-1.324187492032797,1.3285658042791788e-05,0.00029949589001891614,True,4.948289932349039
LCNL1,1.1207042155207363,1.3553330060170947e-05,0.00030488968933135667,True,1.5931569628505493
PRICKLE1,-1.1937637748352272,1.3610253731743063e-05,0.00030583040738387353,True,3.86585128078279
KLHL35,-1.0273353895347417,1.3746468438958207e-05,0.0003085487805045985,True,2.4922152828254385
FAM26F,-1.2743817507734665,1.3811435397228903e-05,0.0003093211516065225,True,1.5968551998334641
KIAA1683,1.2078773350199956,1.3809545405197293e-05,0.0003093211516065225,True,5.228305670582273
MME,1.4151095571279964,1.4499299795206272e-05,0.0003208227580915259,True,3.855274666635454
RPUSD1,-1.2661717626236282,1.458808530071845e-05,0.00032208328789350686,True,3.8196979293705056
COLCA1,1.0020949644583075,1.4984477787795148e-05,0.00033011505690065353,True,1.8574902856126525
APOA1BP,-1.550337360487462,1.5120555288883366e-05,0.0003323895356989496,True,4.938367114280931
SYTL2,1.2335504390987966,1.524887064342238e-05,0.0003348466757556719,True,5.42849420821273
SHANK2,-1.8232461307227377,1.5589434389992268e-05,0.00034158407863612927,True,5.489901127853684
FAM90A26,1.8958994131551419,1.570625310705322e-05,0.0003428757793943804,True,2.260157251689488
AMY2B,1.1299478351538998,1.5739503212181772e-05,0.0003430161270547171,True,3.2356057879318536
POGK,-1.086851507313738,1.5868595451307684e-05,0.0003447162913167118,True,4.384556288348619
LRRN4CL,1.2535849473969813,1.5860709923255067e-05,0.0003447162913167118,True,3.2839349761093564
VGLL1,-1.9051072725336242,1.6086262330287872e-05,0.00034869643162634714,True,2.2757184685758953
CDCA2,-1.4469036049023614,1.6137721221859925e-05,0.0003494377581366589,True,2.0410091689159935
CACNA2D3,1.0784065214548035,1.623328648529102e-05,0.00035113153651837825,True,1.02045636617593
RGS19,-1.3168021412181097,1.6252527767091778e-05,0.0003511725476761368,True,3.514458721337251
TCIRG1,-1.7510331237868737,1.6301984368910486e-05,0.0003518656455575284,True,6.421371520582276
EPHB4,-1.1917522900333912,1.636704102390966e-05,0.00035289362361030344,True,5.619921637545415
ANLN,-1.6656651744303783,1.6386020016305815e-05,0.0003529269800533271,True,2.8877497110961055
GULP1,1.117379607826881,1.6494274513079275e-05,0.0003548810646034038,True,3.129168457406686
INPP5J,1.3615271983716442,1.6517886867733933e-05,0.0003549355891675804,True,2.829503445084391
TTC40,1.0348679042423057,1.65318710157576e-05,0.0003549355891675804,True,0.925221867986424
TCEAL5,1.2305836900299796,1.663189191114606e-05,0.00035648084876881484,True,0.7708057346818971
STON2,1.2000251504100237,1.6639059670380817e-05,0.00035648084876881484,True,3.7959954696237777
WSCD2,1.3120076245724452,1.6942948416989165e-05,0.0003622248507395593,True,1.199795211379777
PYGO2,-1.2142832993467714,1.6933060819715006e-05,0.0003622248507395593,True,3.880195816462421
C11orf84,-1.0642767030769344,1.6970083500201076e-05,0.00036242226850745883,True,3.4390794070617923
TGFBR3,1.4048274987031433,1.7202308526319122e-05,0.00036628112891339595,True,4.562888724258534
SH3RF2,1.3510217259892396,1.733938931464925e-05,0.00036875344124410575,True,2.9809695486933014
C15orf59,1.2477730132442226,1.7389087917418414e-05,0.00036942232316479874,True,1.7448993052583381
F8A1,-1.2021044589169771,1.7481115863044755e-05,0.0003709881255379498,True,3.8020993281234228
WDR4,-1.339288431733602,1.751421916102717e-05,0.00037130144621377604,True,4.061857853718273
PTPN5,1.090718141257983,1.7560963369053633e-05,0.00037138171373270244,True,1.026337667929299
GCOM1,1.1622001829482134,1.7537960450375107e-05,0.00037138171373270244,True,1.8329087385202703
ARHGAP11A,-1.0402313971746913,1.761268678149298e-05,0.00037183155013358385,True,2.257125306393859
COL25A1,1.094753942710482,1.7805306266596075e-05,0.0003751157447174861,True,1.4761940653925028
SOX11,-1.3059377089385458,1.7853960524986968e-05,0.00037550027954116167,True,1.364019256506253
GRIA1,1.0611659939370108,1.7910249787073312e-05,0.00037615240372311856,True,0.9105878766656575
ANKFN1,1.1453554875189955,1.8251718986241395e-05,0.00038173998202008604,True,0.81831294260518
POPDC2,1.033760089469975,1.8246085849456302e-05,0.00038173998202008604,True,2.475094491041728
CT83,-1.2381332700299503,1.8273584654499967e-05,0.0003818028843292119,True,0.9270665413774994
C12orf49,-1.0958829554274367,1.8358695775130862e-05,0.0003831857264570097,True,3.636099424144469
KDELR3,-1.1225894102457237,1.839636422609189e-05,0.0003835765088789459,True,2.8593304350686926
LIME1,-1.2696095362079416,1.8509692714878272e-05,0.000384972177144038,True,3.8607589964720415
AFF3,1.4206781084876567,1.9478177189860087e-05,0.00040281427516435884,True,4.063589236485955
LIN7A,1.0151580483775087,1.9605511885100933e-05,0.00040462099248292913,True,1.3131898856582678
CD34,1.1977123563405612,1.9727350592550982e-05,0.0004063071618482067,True,4.122759859000884
TCEAL2,1.119101663195701,1.986692331686215e-05,0.00040793684530749606,True,1.4804424720471079
KLHL13,1.1087569665667139,1.986379963142053e-05,0.00040793684530749606,True,1.7667493886742087
CMA1,1.058184393945624,2.0067853533879293e-05,0.0004112285047033605,True,1.22903069783248
TPO,1.464912446954386,2.0600102507084122e-05,0.00042073667364035655,True,2.2809210005931844
CNTNAP3,1.1479107452834518,2.08084052112218e-05,0.0004234039918657252,True,4.128785158893948
NT5DC2,-1.1678217347051545,2.1057164061487986e-05,0.0004267500936825683,True,4.995357378636442
FAXDC2,1.0196167709581019,2.1039011358817657e-05,0.0004267500936825683,True,5.156396139131429
C19orf35,1.0450469094051025,2.105135830471042e-05,0.0004267500936825683,True,2.973247768377473
MTL5,-1.206947033009235,2.1116759830954506e-05,0.0004271028167207841,True,3.557918334748991
ACSS3,1.1112604549347829,2.1218097115388653e-05,0.000428724145906346,True,2.452558939211929
ARPC1B,-1.4590806105488419,2.162315606714519e-05,0.0004360382646767146,True,6.208068750370823
HOXA7,1.1546081255357619,2.2058948576369367e-05,0.00044394182194550124,True,1.9684310785735333
COTL1,-1.4128039968362707,2.221190120332727e-05,0.00044657611893005354,True,5.528062121764209
FHL1,2.191381649713388,2.22960465492874e-05,0.00044775055721751205,True,4.898884261920535
PTGFR,1.192660432472341,2.2721014742046916e-05,0.00045380037494150024,True,1.3081796119427813
UNC5B,-1.0980128382610888,2.2838682585384994e-05,0.0004555585887918272,True,3.3358548028553034
ITGA8,1.1286735357803583,2.2903621422937123e-05,0.0004564042513078592,True,1.584314481955195
EIF4E3,1.0400403256306987,2.3016750730170315e-05,0.00045820760598134537,True,2.835826009270044
ACTA2,1.0902361996444903,2.3168368788162574e-05,0.0004603207011630417,True,7.747590522919523
LILRB4,-1.289984700503922,2.3247040090305996e-05,0.00046143095457679926,True,3.279117877167738
MCM7,-1.1828586639443213,2.328706438620525e-05,0.00046177267929785646,True,5.514236248018899
MYLK,1.0956563858821013,2.332570246693949e-05,0.00046208627411512416,True,5.898126579851012
MX1,-1.3830131364058085,2.3402873087458132e-05,0.00046302516799320316,True,5.340497232733158
SCO2,-1.5224867720996271,2.3882131426390942e-05,0.00047034789188590565,True,4.398423338374182
SERPINB2,1.5191509413927595,2.3944925071851318e-05,0.00047112629057794147,True,1.0641782746076587
GRAMD1C,1.1192096125846898,2.4809912573210293e-05,0.0004843794502962542,True,1.9013659226431592
HAO2,1.1916493967121702,2.4899475868803638e-05,0.00048565971911348604,True,0.7360076079641363
RFXANK,-1.119452481269914,2.5224532512396186e-05,0.0004910537358134358,True,4.485420029551506
GSG2,-1.408821224417506,2.5834056874991628e-05,0.0005019542375154323,True,2.8677979774513163
CDC45,-1.4292903146357443,2.5861964481228412e-05,0.0005020147007545067,True,2.48229032746942
PMEL,1.5232015357418602,2.5888913084477907e-05,0.0005020564504869154,True,2.451468546466228
JTB,-1.5887836571337477,2.6053135568920442e-05,0.0005037934887567939,True,5.525298713640883
FAM89B,-1.5518258006753722,2.6200851795294787e-05,0.0005061664555797121,True,4.521367607280397
UBE2C,-1.3165901249053413,2.64216613720153e-05,0.0005089752199218094,True,3.772964518470717
PRRT4,1.0522562335370014,2.6667353154275176e-05,0.0005117604094421376,True,1.038958153706898
IKBKE,-1.2272350383233954,2.6791973963480648e-05,0.0005127995881510564,True,3.137401848244228
LSM7,-1.0994622341284197,2.679748909729416e-05,0.0005127995881510564,True,5.033890354292061
NMRAL1,-1.2128827957739379,2.694701414493496e-05,0.0005151739833601068,True,5.16884619109089
CDKN2A,-1.968020087472846,2.699704805064487e-05,0.000515643617767317,True,4.391266116639431
CDHR1,2.027521097891837,2.7130392905629086e-05,0.0005177021062840399,True,1.418438777744306
HES6,-1.225139233154872,2.730754832089983e-05,0.0005205919240159491,True,2.11505125168831
LEPREL1,1.0319569228012888,2.7356472233063062e-05,0.0005210339951369658,True,2.364071278009676
SEC61A1,-1.134937353992692,2.7484944732133787e-05,0.0005221360162837938,True,5.8880483471820595
CFL1,-1.677104670340313,2.7445388919950714e-05,0.0005221360162837938,True,7.791422106842352
LSM4,-1.3087797628726454,2.7857189431226613e-05,0.0005280867577009495,True,4.734460897550751
TREM2,-1.335830425421395,2.7959293674437783e-05,0.0005294400156382411,True,2.424531950689652
FOXP3,-1.0085578945687765,2.798087606109444e-05,0.0005294400156382411,True,2.0575947865238486
ALG3,-1.4425387375874896,2.8152380340269097e-05,0.0005321877613156752,True,4.745682017155373
AC011239.1,1.1927062651500566,2.841981781595346e-05,0.0005367421935651061,True,1.5297681668244327
EGR2,1.4418809163457489,2.8516161834812833e-05,0.0005375588570834456,True,3.55723421672111
FAM195A,-1.3110451851468117,2.8629617353944573e-05,0.0005391955655329878,True,3.5323247483808955
FAM126A,1.1086759937951527,2.8680300868369603e-05,0.000539648114666367,True,3.4800147863602606
PLOD3,-1.137167240515006,2.874953272506631e-05,0.0005402491086549675,True,5.547296397764293
ARC,1.1839876267053695,2.926003166396353e-05,0.0005469977849202268,True,1.508078764073704
ACOX2,1.35889665386821,2.9332589969754212e-05,0.0005478483547302987,True,2.936684952166315
FAM189A2,1.414382878741328,2.9669622759418117e-05,0.0005526137832448751,True,3.35894162644074
KIAA1324L,1.1118735282720842,2.980564381509588e-05,0.0005541276994310663,True,2.4691590367365586
AKR1A1,-1.2120060501025334,3.0418361003969135e-05,0.0005639653268190102,True,5.875928874993155
SLC29A2,-1.2223995779403758,3.0407789023221365e-05,0.0005639653268190102,True,3.202582363512208
ISLR2,1.0406029424758119,3.058729518287281e-05,0.0005665785711550255,True,1.4320568186181477
PI16,1.4968185786103891,3.08631157916759e-05,0.0005704364247354512,True,3.5965659596210173
TRIP13,-1.0835023394107761,3.10750627304239e-05,0.0005735147858160093,True,2.6190094805882977
SLC15A3,-1.2793744972046266,3.184473078640403e-05,0.0005855843955508955,True,4.76215367620058
RAC3,-1.3330943959026311,3.191725657664051e-05,0.0005858538319588974,True,3.329084433047841
PCNA,-1.4981804049773446,3.204111055937763e-05,0.000587594496725688,True,4.04555440496383
PPARGC1A,1.521423036187905,3.2717758322883104e-05,0.0005983773577281764,True,1.8973742563939824
C16orf45,1.142465499255831,3.314185613442213e-05,0.0006050405944973043,True,3.2509451824481794
CLCA4,1.1126118863286716,3.33867507637294e-05,0.0006084141817843973,True,0.682904553719959
C1QTNF5,-1.381357442630299,3.353037487172275e-05,0.0006099334857618138,True,3.7883753120430237
CERS2,-1.392860949973568,3.356181653571746e-05,0.0006099573945979674,True,5.537868280027336
PODXL2,-1.3774967945765821,3.376034875190282e-05,0.000612465968486581,True,3.0935023093573792
F12,-1.2256197897819845,3.400038392084374e-05,0.0006157171492499126,True,2.1080310283419035
AP2S1,-1.4954098076403906,3.451071808025601e-05,0.0006238428555829135,True,5.2914322329027295
NDUFS8,-1.1363479499467006,3.484575761530356e-05,0.0006287764783239179,True,6.044382435202487
PPARG,1.1434539445116156,3.5048472693466326e-05,0.0006318712183009075,True,2.7015436380819366
MSLN,-2.176379526620849,3.5151237955044784e-05,0.0006331596136850211,True,1.988076669800288
GOLM1,-1.0293938801106615,3.5182483720026114e-05,0.0006331596136850211,True,4.552708252816099
CNIH2,-1.0282521560321545,3.5357680741280356e-05,0.0006351833223495671,True,2.210666795702603
B4GALT2,-1.1879728277079975,3.532702146582854e-05,0.0006351833223495671,True,4.8434017404395115
SYNGR2,-1.052628382314352,3.554332098699237e-05,0.0006379521956583755,True,6.296499692277121
WSCD1,1.0609332016839002,3.570045059348336e-05,0.0006390727875470063,True,2.7357691055559172
RANGAP1,-1.3251718353758672,3.587874582110237e-05,0.0006411307042312785,True,5.004547273682509
USP18,-1.123593806451878,3.5958159479606716e-05,0.0006414175302415134,True,2.5300458535318473
CALR,-1.3445438545211204,3.595468344009749e-05,0.0006414175302415134,True,7.503380208956821
TAGLN2,-1.8128820826344416,3.655034192854682e-05,0.0006508339689405091,True,7.259544685783742
TMEM158,-1.2918686090424853,3.676040798945321e-05,0.0006539993147227325,True,2.6150554151933485
TDRKH,-1.1710715171717556,3.734469996636175e-05,0.0006638110584011941,True,2.488546616845889
PCK1,1.4485915348120981,3.775127772596263e-05,0.0006704494463507363,True,1.474895101138677
ITGB2,-1.3433378279339454,3.8066569581643126e-05,0.0006751402179672869,True,5.411575578715604
TRAF2,-1.243048866556581,3.872505657504043e-05,0.0006859383162014598,True,4.1144781687696375
TMUB1,-1.1663816318968245,3.883946826334435e-05,0.0006873635266255853,True,4.516252270508205
CLDN7,-1.613697208947861,3.9014045551564795e-05,0.0006892481380776447,True,4.8515325871244155
HIST1H2BE,-1.70095318332449,3.899357903682255e-05,0.0006892481380776447,True,4.134036639024397
UCK2,-1.1957377222867027,3.9140496867253865e-05,0.0006908792498469239,True,4.413601032092907
SERTAD4,-1.02989299068247,3.9267583272544096e-05,0.0006925187203274633,True,3.3167378316941147
GMIP,-1.0758040411676206,3.9472149533291115e-05,0.0006946117219613913,True,3.9879962157547673
IL20RA,1.5156424444636305,3.992333708304533e-05,0.0007004227752021974,True,2.665835980158954
TNFRSF12A,-1.7125664875354634,4.022972967548674e-05,0.0007045770821884987,True,5.1299301730385265
ABCC8,1.4588623158171927,4.0311260161739395e-05,0.0007053157643338365,True,1.7144690682580646
C16orf89,1.249587706181483,4.034158130487912e-05,0.0007053157643338365,True,2.0115668724978044
MMP1,-1.6677800415953006,4.0475149148229975e-05,0.0007070404397368974,True,1.2739859483738158
YIF1A,-1.3238417522422434,4.0954423788838496e-05,0.000713565631694341,True,5.016194358305941
PAPPA,1.1550504514943274,4.101057082178422e-05,0.0007139295071864517,True,2.0630425169554205
YIPF2,-1.2042965826939422,4.1078073597322994e-05,0.0007144902732400355,True,5.325988086690306
C16orf13,-1.274299782213916,4.116184314633891e-05,0.0007153327693912254,True,4.8683721480535125
MRPL52,-1.0355403366938734,4.1433802970916966e-05,0.0007194414879495582,True,4.492847581118579
CDK2AP1,-1.14263179700463,4.165645612931801e-05,0.0007197854420729599,True,5.580954587944206
SORCS1,1.3174907666425637,4.1692025018129814e-05,0.0007197854420729599,True,1.010821840114536
LRP1B,1.159398925484345,4.170247572614748e-05,0.0007197854420729599,True,1.095310671791811
GSC,1.0323636079623917,4.1681836666256306e-05,0.0007197854420729599,True,1.6030848003856684
CYP2A7,1.0215061062231352,4.155088891843144e-05,0.0007197854420729599,True,1.5783020496915252
GPAA1,-1.4886806595422915,4.15804147430831e-05,0.0007197854420729599,True,6.121483641779008
ZCCHC12,1.348625125894651,4.186009206961257e-05,0.000720210762437207,True,0.8215026786647067
PPP1R1A,1.4678536550720787,4.1869409630968714e-05,0.000720210762437207,True,2.3299533613467376
CNTN4,1.2001543990199046,4.1821576572445785e-05,0.000720210762437207,True,2.9598550837975925
DCX,1.1634565079488985,4.246248951148844e-05,0.0007258200401960765,True,1.1809609051410703
GAPDH,-1.6842380607405865,4.243529354767292e-05,0.0007258200401960765,True,8.947864229836487
RNPEPL1,-1.2065526955048727,4.285217809935424e-05,0.0007315220892070202,True,5.166863628059715
HIST1H4K,-2.1923150524822144,4.291393378272788e-05,0.0007319591435257865,True,4.963565674044521
TICRR,-1.1162891347456636,4.5077836527997875e-05,0.0007662853722467212,True,2.618903764007446
SLC16A3,-1.1771634665246227,4.5181585452556544e-05,0.0007667614242015589,True,5.06300664131852
TSEN34,-1.1406096206244465,4.516725943669185e-05,0.0007667614242015589,True,4.359481235877101
HIST1H2AK,-1.3470653244032076,4.539971298267916e-05,0.0007696326353788402,True,4.055922868967274
MCTP1,1.187775760068782,4.651625635223358e-05,0.000786116966700602,True,3.1020856709448874
PPP1R16A,-1.1421518560397423,4.7005914667362306e-05,0.000792407783809673,True,5.093014478573524
TACR2,1.279309219094596,4.705101732103671e-05,0.0007925082335122373,True,1.3874891050521365
COL5A1,-1.3694112173958262,4.788317649238787e-05,0.0008041673842019634,True,6.1348036930107215
NTF4,1.3271422557915042,4.806021649596566e-05,0.000806153391199106,True,2.0735551865245574
NCLN,-1.1978450124692865,4.865299334344934e-05,0.0008140731431665085,True,4.485247253993043
PROL1,1.1570373023099663,4.906513040615007e-05,0.0008202911892674767,True,0.8130086536833055
MYOM2,1.355273607904288,4.913747216324436e-05,0.0008208228229513575,True,1.697983739536935
NPR1,1.0745214503139218,4.9571655629822395e-05,0.0008267114826041056,True,2.5292787892035613
ADCY7,-1.1121241342014727,5.0049987440429344e-05,0.0008326310975504786,True,5.324613165711679
SCRIB,-1.30456122850513,5.1493383362465386e-05,0.0008545369176692411,True,5.742504326801626
SLC6A9,-1.214845436169015,5.1614507303520424e-05,0.0008558454667216008,True,3.9908503368387915
ERG,1.034809952039733,5.191222380287948e-05,0.0008600776457553992,True,2.8428287226646263
ALDH1A1,1.4470576741907135,5.213218263911635e-05,0.0008630156743348728,True,2.978105892353092
WRNIP1,-1.1226538153757453,5.251248465437141e-05,0.0008678920524999213,True,3.9785422295682
TTLL12,-1.2404262100533776,5.2824145886647795e-05,0.0008723308789731413,True,4.700011295341369
OR5P2,1.0724093098891472,5.312929393706498e-05,0.000875941111604086,True,1.109317455722247
CDC25B,-1.4128968780045077,5.33347510614827e-05,0.0008786129942968095,True,4.666555803366776
THOP1,-1.0117640773411942,5.392338467709778e-05,0.0008868666500182953,True,4.56319697106211
C1orf43,-1.133509446814985,5.411388426100369e-05,0.0008892773545034746,True,5.829134410532721
RCC2,-1.2657560774042143,5.6556524879232734e-05,0.000924167395242087,True,5.172126889297613
SDF2L1,-1.3432445819354775,5.67657913979724e-05,0.0009268388811639913,True,3.593273586507285
C1QB,-1.7119468138509335,5.693727895879828e-05,0.0009288897258661,True,5.242415403649153
UCP2,-1.4427892383410157,5.7049801749542755e-05,0.0009299760758625143,True,5.44328673762116
PKM,-1.0935000414165925,5.7165379500929324e-05,0.0009303619560898836,True,7.546073790385579
OR5P3,1.1840220286898488,5.715952523659483e-05,0.0009303619560898836,True,1.4066042007267034
HIST1H4J,-2.629805281231091,5.743199817147701e-05,0.0009339503895419466,True,6.781069277813046
PRSS12,1.1096927141301174,5.749327109844155e-05,0.0009341964419414507,True,1.615093187360942
HYAL1,1.0096433518075683,5.84977194163013e-05,0.0009474758618419488,True,2.495211484088294
S100A11,-1.8453431546560175,5.888974395373163e-05,0.0009515417047783325,True,7.443270074279297
KIF23,-1.1067416794025426,5.930057096818462e-05,0.0009574157574337048,True,2.858841306745232
PHF21B,1.1115573318800553,6.0184459611336096e-05,0.0009678272988809457,True,1.3960186558074044
CDCA7,-1.2555890959139686,6.0745340352156156e-05,0.0009745246915766669,True,2.0995526043641446
TMEM54,-1.44921031034287,6.096149454054663e-05,0.0009772180668787863,True,4.586512815301782
PIK3R1,1.3773989246007252,6.12169337054383e-05,0.0009805364238926455,True,5.111213972807643
SOCS2,1.2162585945131008,6.196367089590765e-05,0.0009909292898566716,True,3.3085765541019097
FBXL19,-1.1423697094226042,6.2492617846479e-05,0.0009971206489094344,True,4.256658571641493
COX6B1,-1.3106331435146865,6.249857272874011e-05,0.0009971206489094344,True,5.942158397975579
MGAT4B,-1.3739545560716193,6.372179988440854e-05,0.001013441917093272,True,5.926424126267695
AC002398.9,-1.1227735443584677,6.406264119360884e-05,0.0010175059703955859,True,2.3161560012090123
CTSS,-1.1506472353777957,6.407784808131839e-05,0.0010175059703955859,True,4.432687223425066
PADI2,-1.6677857674325223,6.43626349148376e-05,0.0010204323416822454,True,4.502470318301333
SYPL2,1.0057715445933577,6.43629408440298e-05,0.0010204323416822454,True,1.0668605008559904
HBEGF,1.1859084260721087,6.458405894074994e-05,0.0010231368210597992,True,2.819530475732177
ATF5,-1.0392605213534565,6.60190997357173e-05,0.0010401733021395585,True,3.847619030332359
PSG1,1.368241554438321,6.698127905539378e-05,0.0010528749811766324,True,1.0030118634792362
METRN,-1.6312193282566962,6.72580905793087e-05,0.0010553511464634687,True,4.313089180391087
FCGR3A,-1.6089782114204185,6.723651322099079e-05,0.0010553511464634687,True,3.6938880337377076
ABLIM1,1.2741465515739963,6.72951857198626e-05,0.0010553511464634687,True,5.03482166385727
ZC3HAV1L,-1.009810799671968,6.781149586167756e-05,0.0010626250349965354,True,3.3389556486490877
C10orf129,1.0169059696846987,6.835841750102315e-05,0.0010687139156183125,True,0.9018781598657584
GOLPH3,-1.0289753365244945,6.829833324663899e-05,0.0010687139156183125,True,5.148548188929514
TAF6,-1.3414440286160514,6.835001003218474e-05,0.0010687139156183125,True,4.668370450387504
FLG,2.3606722160055362,6.887363420692763e-05,0.0010751084025855488,True,2.3634495165260065
AREG,1.8420219603223438,6.921352097706314e-05,0.0010787505355670673,True,2.868024873805195
AGRN,-1.4776975791178044,6.978787831498155e-05,0.0010860302723790288,True,6.182341262296372
FLG2,2.1504056363159902,6.998790078180247e-05,0.0010883064817422217,True,1.6273011960640953
PSG6,1.414770702361205,7.030532517631189e-05,0.0010924033871984732,True,1.3022082405911652
CSK,-1.017389263483869,7.042767400643517e-05,0.0010934652514833485,True,5.355386995549932
NUDT8,-1.3651022688630325,7.11240836354681e-05,0.0011017430736677024,True,3.3058729036486425
WNT4,1.1872049603817576,7.149840130726079e-05,0.0011041621913553028,True,2.7111168706130857
KLF9,1.1048645105793602,7.137596823927734e-05,0.0011041621913553028,True,3.4500539336384444
FIGF,1.2088001372256798,7.148456180318321e-05,0.0011041621913553028,True,1.3303143947591234
CCDC180,1.0622829772505304,7.142898321809785e-05,0.0011041621913553028,True,4.030699669089989
METTL13,-1.0342286035696646,7.160953331608496e-05,0.0011050355270712318,True,3.674410254996778
RPP25,-1.1982839812116457,7.174435248277402e-05,0.0011062727801723097,True,3.034376818093385
