,log2FoldChange,pvalue,padj,significant,mean_log2_expression
HIST2H3D,-2.613098457006873,2.8373748392444456e-07,1.3297567360033112e-05,True,4.673291659951862
ADRB2,1.1748401562345732,2.8808547183417315e-07,1.347015811259739e-05,True,2.2530864303208573
IGSF9,-1.6738485621758143,2.889517410965064e-07,1.3479532143409835e-05,True,3.797080427810242
THSD4,1.9181803521266012,2.9866657265178647e-07,1.390069754001855e-05,True,3.4480351995325056
CAPN11,1.3154100056336144,3.0943036149967016e-07,1.436864013514294e-05,True,1.4862989802342201
SNCA,1.4964879483118017,3.1493445303603636e-07,1.4590761867660394e-05,True,1.8290865055718482
ADAMTS14,-1.312558020139374,3.1886663480108926e-07,1.473920979037181e-05,True,1.9158787089292715
SLC1A7,1.0244988407883446,3.251492446481303e-07,1.493283005239421e-05,True,1.6516379646694914
PRDM16,1.1023752702303982,3.244480074812805e-07,1.493283005239421e-05,True,1.8376325791274521
PAFAH1B3,-1.6514754011975645,3.2526810496423224e-07,1.493283005239421e-05,True,3.871080657275522
POLD1,-1.3828795842343249,3.281561935996107e-07,1.5031335510447326e-05,True,4.385941175575978
MEOX1,1.4196352627207027,3.381128381013683e-07,1.54524436121903e-05,True,2.1322332524004293
GPRASP1,1.2995978591573285,3.53420743399212e-07,1.6115667501937944e-05,True,2.591618376890257
CFB,1.9303958570989455,3.639301336247884e-07,1.6557594349140373e-05,True,9.21967532431471
NRXN1,1.7493300594109065,3.674453719191176e-07,1.668004260061537e-05,True,1.3160472984927374
AL953854.2,1.6951129330296326,3.6935889236927833e-07,1.6729396274962885e-05,True,1.4187173147082062
INCENP,-1.1408560297258545,3.7626234500463406e-07,1.7004034457508527e-05,True,3.96857195967267
ACACB,1.3069256887402316,3.774603216874611e-07,1.702018189951968e-05,True,5.61496467123848
KIF18B,-1.3468929440865618,3.956224185977123e-07,1.776002546990972e-05,True,3.5625916391310644
HIST1H3H,-2.4820139658757254,4.0112248971214296e-07,1.7967092758212494e-05,True,4.974618176315344
CA12,1.891948209017908,4.1642046424959563e-07,1.8611145075490756e-05,True,3.457053306775115
DDX11,-1.5664679603998088,4.2167147294627533e-07,1.869876557459578e-05,True,4.881418392750642
PSRC1,-1.3969738982635023,4.217617965921514e-07,1.869876557459578e-05,True,2.7780259888541248
PSMA1,2.377710211676913,4.2207526758817895e-07,1.869876557459578e-05,True,7.986579176815646
FAM110D,1.1408757991068346,4.2649211788672185e-07,1.885318650378727e-05,True,1.925071918322267
LDB3,1.6262978460938546,4.2957020882216397e-07,1.8926349991189152e-05,True,1.8363607525687393
HOXD8,1.0942607263685304,4.454040964755512e-07,1.9561065807470734e-05,True,1.9802993403358755
LAMA2,1.5539920007158354,4.5531000267622004e-07,1.9952827519876084e-05,True,3.1026250578472645
HIST1H2AG,-1.3898979368204198,4.5694513578049545e-07,1.998123373436698e-05,True,4.249257585992473
HIST1H3I,-2.2968269198414792,4.657009781435326e-07,2.0320219835116292e-05,True,4.828951694117793
DHTKD1,-1.083849057859401,4.849975083306088e-07,2.1071372432750013e-05,True,4.327617097130612
ZFP41,1.8169784259936854,4.906554649415942e-07,2.127154291907391e-05,True,7.792931098295819
TCEAL7,1.0192970576863356,5.347317587432408e-07,2.313286151178558e-05,True,0.8471872892617254
STX1B,1.1126695067442203,5.472483097715067e-07,2.3623857739091522e-05,True,2.3731975646485486
CACNA2D1,1.148010172020916,5.510920759172479e-07,2.3739170572384258e-05,True,2.828851263264736
LAMC3,1.4880368975094538,5.696777450059067e-07,2.434433101945261e-05,True,2.305674811085973
TRIM14,-1.1730152607742972,5.699502569999278e-07,2.434433101945261e-05,True,4.565245487409812
PAPPA2,1.1580704470618288,5.735904491757895e-07,2.4448236282132705e-05,True,0.8092225536787421
BTNL9,1.660398165296355,5.764083389454368e-07,2.4516729475397714e-05,True,4.306819295580336
LRRC17,1.1603398579926267,5.864351416991299e-07,2.4890913792118624e-05,True,1.9894373303977106
CDH5,1.0986116938533943,5.9379815378562e-07,2.5098199209903262e-05,True,3.8320525228064515
COL21A1,1.321685319599306,6.07770573480056e-07,2.5635256313910866e-05,True,1.6904565670324934
HMGCLL1,1.0219382083821367,6.101551424424643e-07,2.5682330590208175e-05,True,0.9968998710779455
SPC24,-1.3763713419159318,6.278984295158488e-07,2.637433942733999e-05,True,3.1255849092167156
CDT1,-1.482605954156877,6.312455825337412e-07,2.646003739954063e-05,True,3.4865959881617665
CTSG,1.7128282817337899,6.335042324349453e-07,2.6499848532805585e-05,True,1.957461596982634
IER3IP1,2.0291770053701486,6.474787022908273e-07,2.6972950219300595e-05,True,6.479582918398539
SLC39A1,-1.442907073740698,6.588280126998833e-07,2.7389387977662914e-05,True,5.264729379659423
NDUFB8,2.145130290786228,6.795639938400643e-07,2.8135894926965115e-05,True,8.586178414366994
HSPB6,2.2821802350481715,7.171716170066379e-07,2.957200928292544e-05,True,4.7252741542124514
PENK,1.8623585717913902,7.207053623222703e-07,2.9657318629220902e-05,True,1.6178263613344663
CAB39L,1.1937194686133714,7.244572031923359e-07,2.9751238409395602e-05,True,2.572929252846967
NR4A3,1.7443641718074927,7.312094525218163e-07,2.9912221709843007e-05,True,3.1081466288975994
MRPL12,-1.7401633559682672,7.313321024583764e-07,2.9912221709843007e-05,True,4.053116677742611
SLC35A2,-1.44714876011024,7.426022627449827e-07,3.0250956562444505e-05,True,3.822958375106568
ASTN1,1.1779191759044845,7.519270287125326e-07,3.053138092590163e-05,True,1.20740130868678
BMP8A,-1.0649682153083058,7.525021773202072e-07,3.053138092590163e-05,True,1.765318421554557
HAGHL,-1.4452908952450558,7.570165707323663e-07,3.065311498209497e-05,True,3.8618281514796555
HJURP,-1.348635843752338,7.617284080188663e-07,3.072102260707165e-05,True,2.7664046081720053
CKS1B,2.288875696241152,7.613006052009014e-07,3.072102260707165e-05,True,8.559478904754108
MEIS2,1.445014841731724,7.850985007353728e-07,3.160060486260111e-05,True,3.715875536944219
PKNOX2,1.1226353780619789,7.949456143599334e-07,3.1933470056212725e-05,True,1.250449384920446
PLIN5,1.880952509297243,8.118148708197917e-07,3.254143855201704e-05,True,2.9045401828600688
SLIT2,1.4606981840733964,8.132948684836818e-07,3.254143855201704e-05,True,3.022099395088967
CREB5,1.5136591410191782,8.341221645704663e-07,3.330894939623996e-05,True,4.043743676645798
SEMA3G,1.4786398587186098,8.38254527055729e-07,3.34080731393116e-05,True,3.2292335824579608
CCNE1,-1.3052328393156272,8.465138611915695e-07,3.367096195222891e-05,True,1.741385874143075
RAD51,-1.214464328438994,8.524918274046638e-07,3.38422539953624e-05,True,1.8014090547832233
CDR2L,-1.075485784015513,8.752648801762537e-07,3.467830286506543e-05,True,3.2017657947729203
CCNB2,-1.3508403346546158,8.90809426838379e-07,3.5156584124307646e-05,True,2.3231301422521806
CSRNP3,1.0096082947383025,8.960565107797043e-07,3.529486404133442e-05,True,1.4868629947935745
PDGFD,1.215844044797593,9.253979191812637e-07,3.637981800338615e-05,True,1.896349609392717
SLC2A4,1.1401430761115794,9.37239741439034e-07,3.670281587074407e-05,True,1.750366383508286
EBF3,1.015889215628804,9.434019062506668e-07,3.687280886863127e-05,True,1.6202270199530902
ATAD2,-1.1893751796192134,9.541978217549833e-07,3.722290770568669e-05,True,3.124063939567327
C1QTNF7,1.6428595631167728,1.002441108206124e-06,3.9029658993733045e-05,True,1.651343719137863
AADACL2,1.1068802576787609,1.0262757070255824e-06,3.980455548743284e-05,True,0.8129919123570027
TACC1,1.1389453318340816,1.0351971212577298e-06,3.999732999424427e-05,True,5.285198435776267
FAM13A,1.112339468903683,1.0336891400363698e-06,3.999732999424427e-05,True,4.130436234206245
ETFDH,1.058675994160049,1.0448663733022561e-06,4.0285811234089125e-05,True,3.4956836146717287
RHPN1,-1.9251131352317041,1.0790049181271219e-06,4.1374116614397176e-05,True,4.311621996544824
FLNC,1.9885403289543389,1.0856096418706833e-06,4.14702883194601e-05,True,3.1594052084996833
PRR11,-1.0355765995968023,1.0962768996367068e-06,4.179891169499956e-05,True,3.3186288754351025
SLAMF8,-1.3236609174257548,1.1064938064707838e-06,4.203015685892587e-05,True,2.7351484267236033
RIMBP2,1.222828696883117,1.1112378289930702e-06,4.2131312894744755e-05,True,0.9600187572196629
TSPYL2,1.2649231090860176,1.1177157946369989e-06,4.224592522836579e-05,True,4.137288448524026
MRGPRF,1.777287533571525,1.1251616916426281e-06,4.242090057541275e-05,True,2.9419094554168783
TUBB3,2.1508964131833066,1.139649624530024e-06,4.280769257557489e-05,True,8.65756156512514
CA4,1.4770383997721408,1.1392054674169118e-06,4.280769257557489e-05,True,1.1382605607189547
TMEM8A,-1.5852868613056952,1.1474338455187857e-06,4.302026969698766e-05,True,4.88251607163293
TAP2,2.075905862193589,1.1723149605657384e-06,4.387188297895368e-05,True,8.650239001317567
IGFN1,1.1893958055491272,1.1794292141878986e-06,4.4056686107838e-05,True,1.4662479442072207
SEMA3A,1.123093653188969,1.1925226771413942e-06,4.4401747513531154e-05,True,1.3205002137483315
MAGED1,-1.3316778461994883,1.1930529807053713e-06,4.4401747513531154e-05,True,5.1993971163350645
HIST3H2A,-1.9423543569409905,1.202853591549445e-06,4.460318755202275e-05,True,3.41494015482827
TOP2A,-1.6689029392361328,1.2028716982813602e-06,4.460318755202275e-05,True,2.166362418977088
INPP4B,1.4584003451242884,1.205441677834925e-06,4.4616768207396514e-05,True,3.750969568982046
ALB,1.4648876787552942,1.213903488542453e-06,4.4766284205884336e-05,True,1.3705197363512487
TPRG1,1.2950091467628035,1.2121600591955478e-06,4.4766284205884336e-05,True,2.8094424114305587
SMG5,-1.5110233472485142,1.2241592801918724e-06,4.506241597593572e-05,True,5.415614629703237
ALDH1L1,1.4325407183233798,1.281641423879788e-06,4.7092762736606516e-05,True,2.884723500764649
EFNA4,-1.4238101462007813,1.2853008947271795e-06,4.714167013522913e-05,True,3.4351743484613433
CIDEA,2.433851407672274,1.2935867326616127e-06,4.735977755780653e-05,True,2.0343691382800513
JMJD4,-1.5959342119874211,1.325261193816648e-06,4.8344573207228566e-05,True,4.105771858644925
AC139426.2,1.2964116785282571,1.3508030889148274e-06,4.9128760048560135e-05,True,3.24942256789746
CTSB,-1.718889307767844,1.3516111502048796e-06,4.9128760048560135e-05,True,7.9255644776274865
JAM3,1.2569358519099296,1.3662693002566027e-06,4.948387880678923e-05,True,3.339441641671625
ERBB4,1.674604245457529,1.3640981715230187e-06,4.948387880678923e-05,True,2.1438422247351516
PLP1,1.6510024641564622,1.3692136224398344e-06,4.950196249985159e-05,True,2.412721822037172
POLA2,-1.1004265474305686,1.383240942179405e-06,4.98311318778723e-05,True,3.710604358440633
EFNB3,1.0260057083244698,1.3808139470723689e-06,4.98311318778723e-05,True,1.599329998795348
HIST2H4A,-2.065288480340901,1.4046642611992615e-06,5.05130242135706e-05,True,5.3500347661835645
PBK,-1.1724149077512611,1.4132157403573179e-06,5.073043595616003e-05,True,1.106410748437492
VIPR2,1.1228872784708415,1.4434999327507499e-06,5.1725840068091476e-05,True,1.9852421547053585
PPM1G,-1.308070409174209,1.4513287504338542e-06,5.191449095633182e-05,True,5.010283203901069
HIST1H3D,-2.5572130927105103,1.4713015098997233e-06,5.2337052183871574e-05,True,5.3543321207530115
MASP2,1.1205592606346355,1.4734821567127727e-06,5.2337052183871574e-05,True,1.7862967622995876
EFCAB1,1.5388621418482973,1.4702953654487809e-06,5.2337052183871574e-05,True,1.3775414427361217
PRDX1,-1.7340428602788567,1.4727555004735709e-06,5.2337052183871574e-05,True,6.034680683964341
DLGAP5,-1.0421315632264678,1.480136849119947e-06,5.248134964497802e-05,True,1.0328875613790014
FAM13C,1.4197591594333288,1.5297253039470696e-06,5.405029407279646e-05,True,2.9562641467402964
GRIA4,1.5549395643553965,1.5383318278413446e-06,5.425969718898234e-05,True,1.5125478484379125
SPATC1,-1.201138444489032,1.5870419830506487e-06,5.5783423591742064e-05,True,1.5151703627064845
MPP2,1.3919093019880906,1.6106680465836777e-06,5.6486149435114884e-05,True,2.1250266390178236
LMNB2,-1.4529076201077342,1.6126145595918406e-06,5.6486149435114884e-05,True,4.289490404902403
LYPD6B,1.4469439468457208,1.6168259604280247e-06,5.653585214995818e-05,True,1.8230693830796163
TRHDE,1.3969234582461925,1.6220589147068356e-06,5.6621042736473444e-05,True,0.8803994519253012
DKK2,1.1222999858090472,1.6478055311248827e-06,5.7420775874620264e-05,True,1.225123141929899
FBXL6,-1.6617062248487815,1.7167280358588878e-06,5.9515198311642195e-05,True,4.348405856114752
OPN3,-1.2102281259102958,1.7352686282913972e-06,6.0021885537316815e-05,True,3.284756352384901
TIMELESS,-1.1470068506391655,1.7390110406366207e-06,6.0021885537316815e-05,True,2.7667526759255194
TMPO,-1.078883354793033,1.7402374202511591e-06,6.0021885537316815e-05,True,4.508107742119957
SLC7A5,-1.917533522438339,1.7715565637604996e-06,6.099818739778074e-05,True,4.587339033756916
GTSE1,-1.3670951936253894,1.7781374045018009e-06,6.11208317343692e-05,True,2.89249182778325
PTN,1.7993427687338923,1.7877854652278804e-06,6.134831276102316e-05,True,2.327017899091491
HIST1H2BF,-1.8876836435815,1.80899398114447e-06,6.197105269416402e-05,True,3.358475430710181
RASL11A,1.2379372109950848,1.8322924461223608e-06,6.266316362194818e-05,True,2.328828732103869
IER5L,-1.1846787098294214,1.8883057192272127e-06,6.436134274658947e-05,True,3.4634620692120777
MLK4,-1.1173921611505069,1.9062529249653387e-06,6.466359447195059e-05,True,2.158564528386367
RFX2,1.3433688611017263,1.9067552059544851e-06,6.466359447195059e-05,True,4.476543795076649
TCF19,-1.4085257771132182,1.9359023196289673e-06,6.54328520253891e-05,True,3.071650042033322
NGF,1.0101242511012933,1.948211108325361e-06,6.573913683192543e-05,True,1.1505280126720607
PLEKHH2,1.1566071283964154,1.952306066384729e-06,6.5767701530824e-05,True,3.13989420671893
CNR1,1.1125584363839074,1.9824904902376085e-06,6.645281865124275e-05,True,1.4234697543024442
ZBTB16,1.70023473625361,1.997815485104008e-06,6.685582200234008e-05,True,4.570707365400392
TMEM178A,1.3888851843627277,2.014055048032483e-06,6.728805033410174e-05,True,1.7743114564978775
AOX1,1.4244914555927286,2.046588650378765e-06,6.826232918545054e-05,True,2.8775876446192474
GREB1,1.2363633557881144,2.0831511929105865e-06,6.936756422971667e-05,True,5.097409767389981
EGR3,2.0695925169999976,2.1163133388890494e-06,7.024078665434048e-05,True,4.261350476422558
POMK,-1.2626163360707667,2.219679418754345e-06,7.355094846497622e-05,True,3.726810876453426
MAATS1,1.0906077084238304,2.247910898167901e-06,7.424339974601521e-05,True,1.7709233659777044
FILIP1L,1.185160927060092,2.246427321780476e-06,7.424339974601521e-05,True,4.264834823650601
HIST2H2AB,-1.811038052937378,2.260100519238885e-06,7.441827328897686e-05,True,4.770132736123463
HIST1H2BJ,-2.2914762238558635,2.273760149052108e-06,7.473140905472237e-05,True,4.732473257266144
SGK2,1.3233863539011907,2.2899022267093563e-06,7.513996836621983e-05,True,1.8150675137956915
CYB561,-1.4516280976801808,2.3047467881519565e-06,7.53827196654677e-05,True,5.384017225785512
RIC3,1.3522673949300534,2.3111315749892813e-06,7.546962881811773e-05,True,4.1410357148517205
RERG,1.4130301246499481,2.3683452518679726e-06,7.72133944755539e-05,True,4.3116101051959275
DIO3,1.0428086140579549,2.4065825646796493e-06,7.83338755699424e-05,True,0.9046849039090141
RP11-544M22.13,-1.5986171031791758,2.4137252562765567e-06,7.84402592914529e-05,True,2.030773286956112
SHISA6,1.1017842481537716,2.4366998522067737e-06,7.893348033244534e-05,True,1.1030911686241096
SLC39A4,-1.0634968442658277,2.479608931683386e-06,8.019514765313391e-05,True,4.635489827307343
ITGA7,1.6000125875614133,2.4957750307520926e-06,8.05892524284001e-05,True,4.743644506890421
ADH1A,1.0187117737024884,2.5265898803322146e-06,8.132486282544676e-05,True,1.0614085136232476
MAZ,-1.8765833748711298,2.5491765153352265e-06,8.192163131663016e-05,True,6.224351677433848
LRP8,-1.4233536424450843,2.6073179540310515e-06,8.365730475009932e-05,True,3.1099873299655396
KCNA1,1.0490023066762573,2.6553869977853064e-06,8.46013651851269e-05,True,0.973810079661132
VIT,1.07355337124921,2.66181317904405e-06,8.46013651851269e-05,True,1.3726671060578555
MALRD1,1.0646651797491082,2.6610066928331943e-06,8.46013651851269e-05,True,1.0433823397790556
CHL1,1.4427388028759829,2.6742061053806657e-06,8.48620326168291e-05,True,2.609643407599665
AK5,1.5182048377610555,2.6806761605493114e-06,8.493422464238084e-05,True,2.802528949741058
CHP2,1.362593832535214,2.685833865914851e-06,8.496467570205012e-05,True,2.326201558943902
FAM203A,-1.4392222389155926,2.7032502624189063e-06,8.538222279708764e-05,True,3.4293446204500815
RFWD3,-1.0020008583189761,2.7137269176566946e-06,8.557961865245706e-05,True,4.011561855310564
RBM24,1.3791464974571583,2.7665995586273137e-06,8.697604761485806e-05,True,1.241573603653478
SLC26A5,1.2081862924333253,2.7756123328975754e-06,8.712410432844079e-05,True,1.2374032903878835
PGK1,-1.7411756124578988,2.878683677871227e-06,9.00801077931698e-05,True,6.391649565150786
RSAD2,-1.1979622456576915,2.9055600966673216e-06,9.050149187250245e-05,True,2.679439859548638
PGP,-1.1555818047723028,2.898030314592911e-06,9.050149187250245e-05,True,3.1377274729801914
C2orf40,1.7679523744684338,2.904943339232117e-06,9.050149187250245e-05,True,2.3062493346503556
MOCS1,1.2354802505608578,2.9193172458984478e-06,9.079031791161286e-05,True,3.5114433579549664
COL1A1,-2.045687387590819,2.9518820402576303e-06,9.152190472749768e-05,True,9.458626618302528
TRIB3,-1.2466900897856124,2.9618751731571424e-06,9.169132225648243e-05,True,3.0881929215286408
HGF,1.0541913512916015,2.979798561257502e-06,9.210534606293035e-05,True,2.1656788862551224
CHST11,-1.2861495881957525,2.9888423927296635e-06,9.224405957805605e-05,True,4.209592387411893
KRTCAP2,-1.311282416766872,3.019026099760919e-06,9.30337936312931e-05,True,6.230280670163572
ARHGAP24,1.1614048498098044,3.0246750870417913e-06,9.306621855964757e-05,True,3.1202817732006505
ADIRF,1.8274477642175935,3.1062084777883752e-06,9.496353467626563e-05,True,5.0389365626286535
TPD52,-1.192366300460935,3.158433782351258e-06,9.6303690297415e-05,True,5.138143076087231
PRC1,-1.5679000487518335,3.1708437695409267e-06,9.65366961776325e-05,True,3.918090004480466
CECR5,-1.1761221978366958,3.2342986940257644e-06,9.832073777664508e-05,True,4.023734260706631
HIST1H4L,-2.1681463748877015,3.2654207946312957e-06,9.9118005109603e-05,True,3.772977344448058
CHPF2,-1.5430122365832761,3.326959498563848e-06,0.00010068403887582013,True,4.644822198285351
MFAP4,2.194409342296394,3.322078582909312e-06,0.00010068403887582013,True,5.323501627107842
CDKN3,-1.1814294461927395,3.3566890075286392e-06,0.0001014321278304848,True,1.4181331576218166
PROS1,1.2756609198272608,3.3773599986067805e-06,0.00010190466547212053,True,2.676153972573351
ANGPTL1,1.318712221901585,3.4051227583720965e-06,0.00010198241918047554,True,1.9011950387122987
TACC3,-1.4509275739451781,3.3995485193194192e-06,0.00010198241918047554,True,3.9131287558519907
BOLA2,-1.2110323827825549,3.4688609701075885e-06,0.00010343234050191198,True,2.3339274433160684
ANAPC11,-1.3163366807023964,3.494494992329295e-06,0.00010402992261854863,True,4.943094149437974
ARHGEF25,1.315298520622096,3.5830841338554296e-06,0.00010636821315841206,True,3.834838843993191
EBF1,1.5114163131440215,3.6035704459030133e-06,0.00010681974706845154,True,3.828031775828009
STAT1,-1.6416601888367168,3.700455371484221e-06,0.00010921198170709846,True,5.301012505260909
CDC6,-1.102035210942963,3.7171721311033723e-06,0.00010954565788401584,True,1.7606349544430147
HDC,1.5936879956605683,3.7289119880233627e-06,0.00010973190713593168,True,2.3712170020521453
NR2F6,-1.633615346059524,3.7735467129492368e-06,0.00011088421879589296,True,4.405633682544409
ACADSB,1.0249096245365523,3.792787401061621e-06,0.00011128807785781677,True,3.9454662889926433
CCL14,1.8431365729951232,3.844986449573447e-06,0.00011265643365855862,True,3.4115146388059614
SCUBE2,1.7946810467856502,3.860738866679378e-06,0.00011295450736241429,True,3.560958426245912
DES,3.410100818833696,3.891240991793016e-06,0.00011351882582109714,True,3.215576850911548
RCC1,-1.133007976720965,3.897757181281201e-06,0.00011354531207513555,True,3.8983091890604635
RHBDD3,-1.4032387459430797,3.9221914753586795e-06,0.00011409294340533308,True,4.44591641078833
HIST2H4B,-1.9920538841733233,3.947720219737805e-06,0.00011467079421637245,True,4.3778648145258545
TYMP,-2.1528260799474186,4.003162963087521e-06,0.0001159485512885121,True,6.285441081666767
LPCAT1,-1.3455576347021827,4.076478675933716e-06,0.00011723350464908242,True,4.385820868221751
RRAD,1.1597304121363023,4.0689345394668915e-06,0.00011723350464908242,True,1.806337654150102
FOSB,2.3215171229445355,4.088000491366598e-06,0.00011739809638043708,True,5.977768121781213
PIK3C2G,1.4021843307893953,4.142745317787594e-06,0.00011880173045882101,True,1.876286626993175
LRRC59,-1.2951243439690563,4.197249456756274e-06,0.00012019450141653115,True,4.4163579042429255
EXOSC4,-1.290896573819483,4.239982765915504e-06,0.00012124673881175888,True,4.03772854582143
COA6,-1.0181756451217723,4.252309353233773e-06,0.00012142772237739205,True,2.192724617106715
MYOC,1.4038051598450554,4.2905131665341554e-06,0.00012200242917085746,True,0.8351711242803269
TTYH3,-1.7070866331363765,4.367391805733488e-06,0.00012401432608538597,True,5.798479104457052
EIF4EBP1,-1.7939691117398544,4.57826471126347e-06,0.00012927691400870322,True,4.05013105771161
INMT,1.6037460859099215,4.631603903696379e-06,0.0001304192665288413,True,3.696335415214806
YDJC,-1.227824608885173,4.720460961942769e-06,0.00013247411287086952,True,3.794680552623106
POLH,-1.0035826930281528,4.784719062399721e-06,0.00013380030681953695,True,3.4336451211263688
PYCRL,-1.2111285399035383,4.8940008549178195e-06,0.0001364792580009176,True,3.5503370630218813
COL4A6,1.1482615471072704,4.892573072298013e-06,0.0001364792580009176,True,3.156824365803772
RHOJ,1.5669911469881859,4.9658646096056455e-06,0.00013829284028346066,True,3.3942926990552826
PCSK2,1.0904289475604698,5.042227096612248e-06,0.00014003419725378818,True,0.9027158896013003
CADM2,1.1475793777203422,5.081579987388078e-06,0.0001409337923625466,True,1.3155235303582626
ROBO2,1.343252538860759,5.096303019059668e-06,0.00014114877007371005,True,1.1376345692694705
TMC6,-1.31717889612435,5.1445676819542095e-06,0.0001422908706131761,True,6.452176302420658
HIST1H3G,-2.3550873493739006,5.15762257729895e-06,0.00014245733519780974,True,3.890362955166195
MPPED1,1.1207091012592028,5.2015813218778275e-06,0.00014347577035795435,True,0.7808318416854071
HIST2H2AA4,-3.173711538207595,5.210642231459458e-06,0.0001435301532219431,True,7.703093193954062
CLPS,-1.7075567919028614,5.234300924885704e-06,0.00014390333577646736,True,1.4355558238021364
LAPTM4B,-1.2015164090898023,5.2384055352788915e-06,0.00014390333577646736,True,4.5865887243898245
OIP5,-1.0582023241597764,5.270925111286357e-06,0.00014453019634673715,True,1.3181938768314754
SCN4A,1.0759529253072806,5.3489778436631965e-06,0.00014595068116281007,True,1.252377783418023
MAOB,1.7683690315397853,5.38721683753563e-06,0.00014679622085161017,True,2.884334722073758
GRPR,1.0018102739637516,5.443602712861032e-06,0.00014813330715669954,True,0.798291872058465
GNB4,-1.1312342656463183,5.49592251905343e-06,0.00014915609560423024,True,4.0155143614079885
ABHD12,-1.2027111092883924,5.550581588189697e-06,0.00015041799634344684,True,4.605785882620446
HSPB8,1.428056871628406,5.650614603465402e-06,0.0001523333465536092,True,2.7985392836398897
MARCKSL1,-1.8752802537148634,5.644168257448189e-06,0.0001523333465536092,True,5.627698065242439
MEX3D,-1.756297059679548,5.7364016822046845e-06,0.00015403075392296558,True,4.1619602041277055
GPR116,1.017342171426419,5.72409975204938e-06,0.00015403075392296558,True,3.193920640449604
PTK7,-1.2472438023669925,5.732553962982266e-06,0.00015403075392296558,True,5.903097359108317
RUSC1,-1.1092123365395912,5.753540128763068e-06,0.0001541447373394325,True,4.80515573868565
IL21R,-1.319575152102518,5.7746287933906e-06,0.00015444271406999483,True,2.296619364069059
HIST1H3A,-1.9627109585198843,5.787941565100694e-06,0.00015459454475861298,True,4.236286237997973
SCAMP3,-1.308616002934361,5.79890822091751e-06,0.0001546833937295071,True,4.850564330940063
MMP28,1.2775071023465039,5.848868466636077e-06,0.00015581077759936054,True,2.3606286084798893
RPN1,-1.2589334074460332,6.135442544730563e-06,0.00016258922743535994,True,5.824569828022841
HCAR2,1.132764789735955,6.168087262399859e-06,0.00016298596348046098,True,1.4735501023453783
HIST3H2BB,-1.6625991517864014,6.174564555443721e-06,0.00016298596348046098,True,3.261901622062093
ARHGAP42,1.0394446061705636,6.173415302872479e-06,0.00016298596348046098,True,2.008218661275468
ENC1,-1.568531117886097,6.239250450901764e-06,0.00016418226924799979,True,4.371433978937032
HIST1H2BB,-1.903638194400328,6.250690587770275e-06,0.00016418226924799979,True,2.8119798432882095
THBD,1.1307783882842997,6.23902203334276e-06,0.00016418226924799979,True,3.1010548443917543
KRT19,-2.4006879313172984,6.252322907745127e-06,0.00016418226924799979,True,7.324990861840637
LRP4,1.2612331356339153,6.282071981872979e-06,0.00016465545523473518,True,2.302307037987374
RFX5,-1.1719815952599308,6.288681293850161e-06,0.00016465545523473518,True,4.096935312169954
HIST1H1A,-1.4487622879318314,6.2983908343930785e-06,0.00016465545523473518,True,1.8475739936252247
ABCD1,-1.0440371856463737,6.3028735457334665e-06,0.00016465545523473518,True,3.656703720011768
TSPAN17,-1.097469603973178,6.401660320022503e-06,0.00016679853054822776,True,3.8082152813812464
MAD2L1,-1.251176908412579,6.414369688146587e-06,0.00016679853054822776,True,2.2787056217731347
CAPN15,-1.3562739710572824,6.432401663707751e-06,0.00016696205651721427,True,5.3438667599111165
OLFM1,1.0345836674649127,6.481929731607719e-06,0.00016803220146751583,True,2.7604758453651326
KLHL29,1.2010695324629905,6.565732889342307e-06,0.00016976989537372203,True,3.6560202113833538
PPAPDC1A,-1.1997593971037122,6.622876560157736e-06,0.00017102902912876727,True,1.3948736945692939
CDC25A,-1.046455859538446,6.632418325516665e-06,0.00017105725021453555,True,1.523799197929886
GPM6A,1.2808075368273337,6.680903005021686e-06,0.0001720885015771871,True,0.9364548585229908
LPAR2,-1.0659240599444182,6.699506920128355e-06,0.0001723484334242931,True,4.38043375184676
DPT,2.1184919151389856,6.78553952317429e-06,0.00017434014363729272,True,3.9482928041354395
CYP4F3,1.501346888032291,6.853495377410463e-06,0.00017586294982389382,True,1.370605322099454
STRA13,-1.2290445401796868,7.126311083482406e-06,0.00018263201796985416,True,4.925071144027471
LIMD2,-1.4109463252389975,7.15770592239757e-06,0.00018320469545494463,True,4.715326297561723
TBX15,1.0195386032650948,7.2089874538781504e-06,0.00018405190415033673,True,2.060073681962153
COMP,-1.2535091716885978,7.2409838424368855e-06,0.00018463596835513498,True,4.433575365422521
DGKG,1.1124362307201592,7.3445307121587824e-06,0.00018704071546964365,True,1.6540692300423478
ABLIM3,1.4766904102577376,7.481864006007238e-06,0.00019029876716786752,True,3.5228369681104095
PAK4,-1.0197634099868562,7.52143093151739e-06,0.00019034861329937633,True,5.2125527899675745
CERS3,2.068758505144416,7.513248945585489e-06,0.00019034861329937633,True,1.5378688486412604
PDIA4,-1.4049330973646992,7.514486723411367e-06,0.00019034861329937633,True,4.8010040308435435
DACT2,1.037802197050579,7.563653973750362e-06,0.0001911782001904492,True,0.9929005034333788
NCAM1,1.5217595926176308,7.631469480683063e-06,0.0001926517844213333,True,2.842455459668868
TUBB,-1.5198166493094973,7.683403510992964e-06,0.00019324455378431248,True,7.0930421738193665
PALMD,1.4344438019052599,7.688854398967862e-06,0.00019324455378431248,True,3.185846911292139
